"Date","NSW","VIC","QLD","SA","WA","TAS","NT","ACT"
"27/08/21","885","81","1","0","2","0","1","21"
"28/08/21","1036","62","4","1","2","0","0","26"
"29/08/21","1221","86","1","0","0","0","1","13"
"30/08/21","1293","72","2","0","0","0","0","12"
"31/08/21","1168","72","0","0","0","0","0","13"
"01/09/21","1118","120","1","0","0","0","0","23"
"02/09/21","1288","176","2","4","0","0","0","12"
"03/09/21","1432","204","0","2","0","0","0","18"
"04/09/21","1534","187","2","2","0","0","0","32"
"05/09/21","1487","176","1","2","0","0","0","15"
"06/09/21","1282","241","5","1","1","0","1","11"
"07/09/21","1222","244","0","6","0","0","0","19"
"08/09/21","1480","216","0","1","0","0","0","20"
"09/09/21","1407","316","1","2","1","0","0","15"
"10/09/21","1542","335","2","0","0","0","0","24"
"11/09/21","1603","438","8","1","0","0","0","15"
"12/09/21","1262","383","0","2","1","0","0","15"
"13/09/21","1260","462","4","1","0","0","0","13"
"14/09/21","1136","437","2","1","0","0","0","22"
"15/09/21","1261","393","1","0","0","0","1","13"
"16/09/21","1351","498","3","2","0","0","0","15"
"17/09/21","1286","508","1","0","2","0","0","30"
"18/09/21","1333","508","1","0","1","0","0","15"
"19/09/21","1085","497","0","0","1","0","0","17"
"20/09/21","936","558","2","0","1","0","2","7"
"21/09/21","1023","581","1","0","0","0","0","16"
"22/09/21","1035","612","1","1","0","0","2","17"
"23/09/21","1064","757","2","1","0","0","0","16"
"24/09/21","1044","716","0","0","1","0","0","19"
"25/09/21","1007","839","1","0","0","0","0","32"
"26/09/21","964","767","0","1","0","0","0","25"
"27/09/21","788","694","0","0","1","0","1","19"
"28/09/21","866","983","6","0","0","0","1","13"
"29/09/21","866","937","1","0","0","0","0","22"
"30/09/21","943","1424","6","1","0","0","1","31"
"01/10/21","866","1134","3","1","0","0","1","52"
"02/10/21","814","1465","4","2","0","0","0","52"
"03/10/21","668","1212","1","1","3","0","0","38"
"04/10/21","623","1375","3","1","10","1","0","28"
"05/10/21","608","1747","2","1","1","0","0","33"
"06/10/21","594","1388","3","0","0","0","0","28"
"07/10/21","587","1612","6","0","0","0","0","41"
"08/10/21","648","1782","0","2","0","0","1","40"
"09/10/21","581","1934","3","1","0","0","1","25"
"10/10/21","479","1850","2","1","0","0","0","30"
"11/10/21","498","1585","1","3","0","0","1","32"
"12/10/21","360","1426","4","0","1","0","1","28"
"13/10/21","446","1531","0","1","0","1","6","51"
"14/10/21","407","2258","0","0","0","0","0","46"
"15/10/21","400","2128","1","0","0","0","0","35"
"16/10/21","321","1932","3","1","1","0","2","20"
"17/10/21","301","1775","0","0","0","0","1","33"
"18/10/21","266","1884","0","0","0","0","0","17"
"19/10/21","273","1692","0","1","0","0","0","24"
"20/10/21","283","1756","1","0","0","0","0","24"
"21/10/21","374","2121","5","1","0","0","0","28"
"22/10/21","345","2095","5","0","0","0","0","13"
"23/10/21","333","1687","0","0","0","0","0","24"
"24/10/21","296","1851","0","1","0","0","0","9"
"25/10/21","294","1403","0","0","0","0","0","9"
"26/10/21","284","1447","2","0","0","0","0","12"
"27/10/21","305","1464","1","0","0","0","0","10"
"28/10/21","293","1862","1","0","0","0","0","8"
"29/10/21","269","1596","0","0","0","0","0","10"
"30/10/21","237","1289","0","0","0","0","0","9"
"31/10/21","178","1010","0","0","0","0","0","7"
"01/11/21","136","1419","1","0","0","0","0","5"
"02/11/21","173","959","0","0","0","0","0","8"
"03/11/21","191","921","0","0","0","0","0","15"
"04/11/21","309","1213","3","0","0","0","1","13"
"05/11/21","249","1301","2","0","0","0","2","6"
"06/11/21","271","1231","1","0","0","0","1","18"
"07/11/21","244","1141","3","0","0","0","0","13"
"08/11/21","187","1100","0","0","0","0","0","13"
"09/11/21","224","1040","1","0","0","0","1","18"
"10/11/21","217","979","3","0","0","0","1","9"
"11/11/21","264","1293","3","0","0","0","0","9"
"12/11/21","287","1100","4","1","0","0","0","15"
"13/11/21","256","1193","0","1","0","0","0","11"
"14/11/21","196","891","0","0","0","0","1","15"
"15/11/21","165","847","2","0","1","1","2","10"
"16/11/21","212","789","0","1","3","0","9","12"
"17/11/21","231","988","1","0","0","0","6","6"
"18/11/21","262","994","0","0","1","0","1","25"
"19/11/21","216","1266","1","1","1","0","2","17"
"20/11/21","182","1156","0","0","1","0","1","14"
"21/11/21","176","1254","0","0","1","0","9","16"
"22/11/21","180","1013","0","0","1","1","3","11"
"23/11/21","173","810","1","0","0","0","3","19"
"24/11/21","248","1183","1","1","0","0","11","15"
"25/11/21","276","1245","3","3","1","0","1","8"
"26/11/21","261","1341","0","2","0","0","0","8"
"27/11/21","235","1229","1","3","0","0","2","7"
"28/11/21","185","1055","3","0","0","0","4","7"
"29/11/21","150","991","5","1","0","0","2","7"
"30/11/21","179","900","2","0","0","0","0","6"
"01/12/21","251","1163","2","3","0","1","3","4"
"02/12/21","271","1404","3","18","0","0","1","8"
"03/12/21","337","1177","6","4","1","0","2","4"
"04/12/21","325","1353","7","5","0","0","0","7"
"05/12/21","286","974","6","6","0","0","0","6"
"06/12/21","208","1060","3","4","0","0","3","6"
"07/12/21","260","1179","1","4","0","0","0","3"
"08/12/21","403","1298","2","3","0","0","2","8"
"09/12/21","420","1217","0","7","1","0","3","4"
"10/12/21","516","1194","9","8","0","0","4","6"
"11/12/21","560","1165","1","7","0","0","1","11"
"12/12/21","485","1058","1","10","0","0","3","1"
"13/12/21","536","1281","10","13","1","0","17","3"
"14/12/21","804","1184","4","12","1","0","2","4"
"15/12/21","1360","1384","6","25","0","0","11","7"
"16/12/21","1742","1602","22","24","0","1","1","11"
"17/12/21","2213","1487","20","64","0","2","8","20"
"18/12/21","2482","1481","31","73","0","1","1","18"
"19/12/21","2566","1233","42","80","0","3","9","18"
"20/12/21","2501","1285","59","105","0","3","3","13"
"21/12/21","3057","1231","86","154","1","4","14","16"
"22/12/21","3763","1494","186","198","4","12","5","58"
"23/12/21","5715","1983","369","484","1","26","10","85"
"24/12/21","5612","2083","589","688","2","27","10","102"
"25/12/21","6288","2085","765","634","7","33","19","142"
"26/12/21","6394","1579","714","774","2","56","12","71"
"27/12/21","6324","1962","784","842","1","39","12","189"
"28/12/21","6062","2707","1158","995","3","44","16","252"
"29/12/21","11201","3727","1539","1471","2","58","19","138"
"30/12/21","12226","5092","2222","1374","1","103","37","253"
"31/12/21","21151","5862","3118","2093","5","137","60","462"
"01/01/22","22577","7361","2266","2100","3","439","50","448"
"02/01/22","18278","7119","3587","2298","7","404","95","506"
"03/01/22","20794","8515","4249","2552","8","472","58","514"
"04/01/22","23131","13829","5699","3246","14","705","75","926"
"05/01/22","35054","17281","6781","3493","16","867","117","810"
"06/01/22","34994","21824","10332","3070","9","751","256","992"
"07/01/22","38625","21424","10953","3707","6","1489","412","1246"
"08/01/22","45098","28263","11174","4274","8","2223","594","1305"
"09/01/22","30062","24788","18000","4506","2","1406","481","1039"
"10/01/22","20293","19518","9581","4024","3","1218","404","938"
"11/01/22","25870","20294","20566","2921","15","1379","594","1508"
"12/01/22","34759","20637","22069","3715","6","1583","352","1078"
"13/01/22","92264","19343","14914","3669","16","1100","550","1020"
"14/01/22","63018","18006","23630","5679","9","1201","546","2303"
"15/01/22","48768","12117","19709","4349","9","1139","412","1320"
"16/01/22","34660","18192","17445","3450","3","825","327","1316"
"17/01/22","29504","12408","15122","3829","12","1037","284","1601"
"18/01/22","29830","9158","15962","3079","14","1310","625","1860"
"19/01/22","32297","10694","19932","3482","2","1185","418","1467"
"20/01/22","30826","21966","16812","","","927","","892"
